Vardas         Pavarde        Galutinis (Vid.)  Galutinis (Med.)  
Vardas3345     Pavarde3345    5.64              8.00              
Vardas3669     Pavarde3669    5.64              6.00              
Vardas6007     Pavarde6007    5.64              9.00              
Vardas5228     Pavarde5228    5.64              3.00              
Vardas5238     Pavarde5238    5.64              7.00              
Vardas82       Pavarde82      5.64              8.00              
Vardas1615     Pavarde1615    5.64              3.00              
Vardas9970     Pavarde9970    5.64              7.00              
Vardas8178     Pavarde8178    5.64              7.00              
Vardas3862     Pavarde3862    5.64              1.00              
Vardas9292     Pavarde9292    5.64              6.00              
Vardas4541     Pavarde4541    5.64              7.00              
Vardas1433     Pavarde1433    5.64              2.00              
Vardas8924     Pavarde8924    5.64              3.00              
Vardas9739     Pavarde9739    5.64              4.00              
Vardas5723     Pavarde5723    5.64              8.00              
Vardas1116     Pavarde1116    5.64              4.00              
Vardas2273     Pavarde2273    5.64              7.00              
Vardas852      Pavarde852     5.64              8.00              
Vardas3015     Pavarde3015    5.64              7.00              
Vardas9666     Pavarde9666    5.64              8.00              
Vardas2650     Pavarde2650    5.64              6.00              
Vardas9836     Pavarde9836    5.64              2.00              
Vardas7075     Pavarde7075    5.64              3.00              
Vardas4023     Pavarde4023    5.64              7.00              
Vardas1142     Pavarde1142    5.64              7.00              
Vardas9957     Pavarde9957    5.64              7.00              
Vardas9716     Pavarde9716    5.64              7.00              
Vardas6178     Pavarde6178    5.64              4.00              
Vardas4033     Pavarde4033    5.64              4.00              
Vardas6664     Pavarde6664    5.64              8.00              
Vardas3717     Pavarde3717    5.64              8.00              
Vardas2135     Pavarde2135    5.64              3.00              
Vardas3548     Pavarde3548    5.64              6.00              
Vardas9317     Pavarde9317    5.64              2.00              
Vardas7070     Pavarde7070    5.64              3.00              
Vardas5025     Pavarde5025    5.64              2.00              
Vardas6680     Pavarde6680    5.64              8.00              
Vardas3760     Pavarde3760    5.64              1.00              
Vardas2201     Pavarde2201    5.64              7.00              
Vardas1707     Pavarde1707    5.64              8.00              
Vardas8381     Pavarde8381    5.64              4.00              
Vardas1961     Pavarde1961    5.64              3.00              
Vardas2123     Pavarde2123    5.64              2.00              
Vardas3460     Pavarde3460    5.64              3.00              
Vardas2025     Pavarde2025    5.64              7.00              
Vardas2660     Pavarde2660    5.64              9.00              
Vardas5810     Pavarde5810    5.64              2.00              
Vardas2516     Pavarde2516    5.64              4.00              
Vardas1842     Pavarde1842    5.64              7.00              
Vardas5844     Pavarde5844    5.60              6.00              
Vardas5861     Pavarde5861    5.60              2.00              
Vardas7724     Pavarde7724    5.60              6.00              
Vardas5789     Pavarde5789    5.60              5.00              
Vardas8764     Pavarde8764    5.60              8.00              
Vardas2960     Pavarde2960    5.60              6.00              
Vardas430      Pavarde430     5.60              5.00              
Vardas6622     Pavarde6622    5.60              5.00              
Vardas1213     Pavarde1213    5.60              6.00              
Vardas3146     Pavarde3146    5.60              9.00              
Vardas3240     Pavarde3240    5.60              6.00              
Vardas4556     Pavarde4556    5.60              4.00              
Vardas2865     Pavarde2865    5.60              4.00              
Vardas7661     Pavarde7661    5.60              6.00              
Vardas8911     Pavarde8911    5.60              5.00              
Vardas2612     Pavarde2612    5.60              5.00              
Vardas7659     Pavarde7659    5.60              6.00              
Vardas6135     Pavarde6135    5.60              3.00              
Vardas4121     Pavarde4121    5.60              5.00              
Vardas1178     Pavarde1178    5.60              6.00              
Vardas6687     Pavarde6687    5.60              6.00              
Vardas2946     Pavarde2946    5.60              4.00              
Vardas9096     Pavarde9096    5.60              5.00              
Vardas1972     Pavarde1972    5.60              5.00              
Vardas2256     Pavarde2256    5.60              6.00              
Vardas3967     Pavarde3967    5.60              4.00              
Vardas9653     Pavarde9653    5.60              4.00              
Vardas9148     Pavarde9148    5.60              5.00              
Vardas5307     Pavarde5307    5.60              5.00              
Vardas9494     Pavarde9494    5.60              3.00              
Vardas8038     Pavarde8038    5.60              4.00              
Vardas396      Pavarde396     5.60              8.00              
Vardas1906     Pavarde1906    5.60              6.00              
Vardas779      Pavarde779     5.60              3.00              
Vardas6182     Pavarde6182    5.60              6.00              
Vardas3785     Pavarde3785    5.60              8.00              
Vardas2662     Pavarde2662    5.60              4.00              
Vardas5371     Pavarde5371    5.60              5.00              
Vardas2448     Pavarde2448    5.60              4.00              
Vardas3576     Pavarde3576    5.60              5.00              
Vardas8716     Pavarde8716    5.60              5.00              
Vardas539      Pavarde539     5.60              4.00              
Vardas2554     Pavarde2554    5.60              5.00              
Vardas6372     Pavarde6372    5.60              8.00              
Vardas8045     Pavarde8045    5.60              4.00              
Vardas2646     Pavarde2646    5.60              5.00              
Vardas7136     Pavarde7136    5.60              5.00              
Vardas5192     Pavarde5192    5.60              5.00              
Vardas527      Pavarde527     5.60              4.00              
Vardas110      Pavarde110     5.60              7.00              
Vardas7837     Pavarde7837    5.60              4.00              
Vardas6391     Pavarde6391    5.60              6.00              
Vardas7261     Pavarde7261    5.60              5.00              
Vardas6865     Pavarde6865    5.60              9.00              
Vardas2085     Pavarde2085    5.60              3.00              
Vardas9853     Pavarde9853    5.60              4.00              
Vardas177      Pavarde177     5.60              5.00              
Vardas703      Pavarde703     5.60              4.00              
Vardas5146     Pavarde5146    5.60              3.00              
Vardas7344     Pavarde7344    5.60              4.00              
Vardas1541     Pavarde1541    5.60              5.00              
Vardas9117     Pavarde9117    5.60              8.00              
Vardas6195     Pavarde6195    5.60              5.00              
Vardas9419     Pavarde9419    5.60              3.00              
Vardas7335     Pavarde7335    5.60              6.00              
Vardas79       Pavarde79      5.60              4.00              
Vardas8177     Pavarde8177    5.60              4.00              
Vardas6018     Pavarde6018    5.60              6.00              
Vardas8247     Pavarde8247    5.60              4.00              
Vardas8507     Pavarde8507    5.60              8.00              
Vardas5473     Pavarde5473    5.56              2.00              
Vardas4964     Pavarde4964    5.56              1.00              
Vardas6470     Pavarde6470    5.56              4.00              
Vardas4048     Pavarde4048    5.56              4.00              
Vardas7654     Pavarde7654    5.56              6.00              
Vardas8182     Pavarde8182    5.56              7.00              
Vardas5957     Pavarde5957    5.56              4.00              
Vardas2828     Pavarde2828    5.56              5.00              
Vardas5681     Pavarde5681    5.56              2.00              
Vardas8564     Pavarde8564    5.56              2.00              
Vardas2127     Pavarde2127    5.56              6.00              
Vardas4115     Pavarde4115    5.56              7.00              
Vardas8574     Pavarde8574    5.56              8.00              
Vardas9259     Pavarde9259    5.56              6.00              
Vardas766      Pavarde766     5.56              7.00              
Vardas7771     Pavarde7771    5.56              5.00              
Vardas2110     Pavarde2110    5.56              7.00              
Vardas8620     Pavarde8620    5.56              7.00              
Vardas1145     Pavarde1145    5.56              8.00              
Vardas2634     Pavarde2634    5.56              7.00              
Vardas3274     Pavarde3274    5.56              3.00              
Vardas2429     Pavarde2429    5.56              6.00              
Vardas5757     Pavarde5757    5.56              6.00              
Vardas9355     Pavarde9355    5.56              7.00              
Vardas1364     Pavarde1364    5.56              8.00              
Vardas553      Pavarde553     5.56              7.00              
Vardas6646     Pavarde6646    5.56              2.00              
Vardas2585     Pavarde2585    5.56              3.00              
Vardas1866     Pavarde1866    5.56              3.00              
Vardas3795     Pavarde3795    5.56              7.00              
Vardas876      Pavarde876     5.56              3.00              
Vardas5642     Pavarde5642    5.56              7.00              
Vardas9951     Pavarde9951    5.56              7.00              
Vardas160      Pavarde160     5.56              6.00              
Vardas6064     Pavarde6064    5.56              3.00              
Vardas5640     Pavarde5640    5.56              10.00             
Vardas4689     Pavarde4689    5.56              6.00              
Vardas6813     Pavarde6813    5.56              6.00              
Vardas5219     Pavarde5219    5.56              7.00              
Vardas3004     Pavarde3004    5.56              8.00              
Vardas1816     Pavarde1816    5.56              4.00              
Vardas1813     Pavarde1813    5.56              7.00              
Vardas2375     Pavarde2375    5.56              6.00              
Vardas9197     Pavarde9197    5.56              4.00              
Vardas1057     Pavarde1057    5.56              7.00              
Vardas6368     Pavarde6368    5.56              4.00              
Vardas9193     Pavarde9193    5.56              6.00              
Vardas1334     Pavarde1334    5.56              7.00              
Vardas102      Pavarde102     5.56              6.00              
Vardas109      Pavarde109     5.56              6.00              
Vardas8994     Pavarde8994    5.56              6.00              
Vardas7091     Pavarde7091    5.56              7.00              
Vardas7192     Pavarde7192    5.56              5.00              
Vardas3930     Pavarde3930    5.56              8.00              
Vardas5084     Pavarde5084    5.56              6.00              
Vardas3925     Pavarde3925    5.56              7.00              
Vardas819      Pavarde819     5.56              7.00              
Vardas8022     Pavarde8022    5.56              5.00              
Vardas6749     Pavarde6749    5.56              10.00             
Vardas2953     Pavarde2953    5.56              8.00              
Vardas4709     Pavarde4709    5.56              3.00              
Vardas8119     Pavarde8119    5.56              7.00              
Vardas3881     Pavarde3881    5.56              2.00              
Vardas240      Pavarde240     5.56              7.00              
Vardas4892     Pavarde4892    5.56              7.00              
Vardas2245     Pavarde2245    5.56              4.00              
Vardas1320     Pavarde1320    5.56              7.00              
Vardas2386     Pavarde2386    5.56              7.00              
Vardas3391     Pavarde3391    5.52              7.00              
Vardas731      Pavarde731     5.52              4.00              
Vardas2366     Pavarde2366    5.52              5.00              
Vardas8603     Pavarde8603    5.52              5.00              
Vardas3422     Pavarde3422    5.52              6.00              
Vardas2550     Pavarde2550    5.52              5.00              
Vardas8744     Pavarde8744    5.52              9.00              
Vardas3481     Pavarde3481    5.52              6.00              
Vardas7598     Pavarde7598    5.52              8.00              
Vardas695      Pavarde695     5.52              3.00              
Vardas8248     Pavarde8248    5.52              5.00              
Vardas3510     Pavarde3510    5.52              4.00              
Vardas9617     Pavarde9617    5.52              4.00              
Vardas8225     Pavarde8225    5.52              4.00              
Vardas6626     Pavarde6626    5.52              5.00              
Vardas7958     Pavarde7958    5.52              4.00              
Vardas7698     Pavarde7698    5.52              10.00             
Vardas3787     Pavarde3787    5.52              5.00              
Vardas9829     Pavarde9829    5.52              5.00              
Vardas6066     Pavarde6066    5.52              5.00              
Vardas8253     Pavarde8253    5.52              9.00              
Vardas5044     Pavarde5044    5.52              7.00              
Vardas9185     Pavarde9185    5.52              5.00              
Vardas2155     Pavarde2155    5.52              8.00              
Vardas5251     Pavarde5251    5.52              6.00              
Vardas9880     Pavarde9880    5.52              5.00              
Vardas7095     Pavarde7095    5.52              4.00              
Vardas3289     Pavarde3289    5.52              5.00              
Vardas9131     Pavarde9131    5.52              6.00              
Vardas7915     Pavarde7915    5.52              5.00              
Vardas7596     Pavarde7596    5.52              4.00              
Vardas8715     Pavarde8715    5.52              5.00              
Vardas6617     Pavarde6617    5.52              5.00              
Vardas3378     Pavarde3378    5.52              4.00              
Vardas8271     Pavarde8271    5.52              3.00              
Vardas7480     Pavarde7480    5.52              6.00              
Vardas1066     Pavarde1066    5.52              4.00              
Vardas1874     Pavarde1874    5.52              9.00              
Vardas6360     Pavarde6360    5.52              9.00              
Vardas8491     Pavarde8491    5.52              4.00              
Vardas9044     Pavarde9044    5.52              3.00              
Vardas2685     Pavarde2685    5.52              6.00              
Vardas1445     Pavarde1445    5.52              3.00              
Vardas6906     Pavarde6906    5.52              4.00              
Vardas187      Pavarde187     5.52              6.00              
Vardas5670     Pavarde5670    5.52              5.00              
Vardas6531     Pavarde6531    5.52              5.00              
Vardas6243     Pavarde6243    5.52              3.00              
Vardas4134     Pavarde4134    5.52              3.00              
Vardas9702     Pavarde9702    5.52              4.00              
Vardas6882     Pavarde6882    5.52              4.00              
Vardas282      Pavarde282     5.52              5.00              
Vardas1469     Pavarde1469    5.52              4.00              
Vardas9530     Pavarde9530    5.52              5.00              
Vardas1048     Pavarde1048    5.52              5.00              
Vardas8955     Pavarde8955    5.52              8.00              
Vardas1022     Pavarde1022    5.52              8.00              
Vardas5547     Pavarde5547    5.52              8.00              
Vardas6314     Pavarde6314    5.52              5.00              
Vardas7841     Pavarde7841    5.52              6.00              
Vardas1687     Pavarde1687    5.52              6.00              
Vardas6606     Pavarde6606    5.52              5.00              
Vardas2001     Pavarde2001    5.52              3.00              
Vardas9992     Pavarde9992    5.52              10.00             
Vardas2111     Pavarde2111    5.52              9.00              
Vardas342      Pavarde342     5.52              5.00              
Vardas5678     Pavarde5678    5.52              5.00              
Vardas3122     Pavarde3122    5.52              6.00              
Vardas6481     Pavarde6481    5.52              5.00              
Vardas6327     Pavarde6327    5.52              5.00              
Vardas6443     Pavarde6443    5.52              6.00              
Vardas1875     Pavarde1875    5.52              7.00              
Vardas828      Pavarde828     5.48              7.00              
Vardas643      Pavarde643     5.48              2.00              
Vardas3072     Pavarde3072    5.48              6.00              
Vardas6742     Pavarde6742    5.48              3.00              
Vardas4783     Pavarde4783    5.48              6.00              
Vardas4390     Pavarde4390    5.48              7.00              
Vardas7677     Pavarde7677    5.48              7.00              
Vardas5160     Pavarde5160    5.48              6.00              
Vardas6522     Pavarde6522    5.48              2.00              
Vardas8107     Pavarde8107    5.48              7.00              
Vardas3109     Pavarde3109    5.48              3.00              
Vardas3433     Pavarde3433    5.48              5.00              
Vardas5143     Pavarde5143    5.48              5.00              
Vardas2588     Pavarde2588    5.48              5.00              
Vardas8323     Pavarde8323    5.48              5.00              
Vardas9107     Pavarde9107    5.48              2.00              
Vardas2754     Pavarde2754    5.48              6.00              
Vardas3371     Pavarde3371    5.48              9.00              
Vardas1411     Pavarde1411    5.48              5.00              
Vardas7442     Pavarde7442    5.48              6.00              
Vardas8776     Pavarde8776    5.48              6.00              
Vardas9464     Pavarde9464    5.48              9.00              
Vardas4542     Pavarde4542    5.48              7.00              
Vardas3656     Pavarde3656    5.48              6.00              
Vardas1645     Pavarde1645    5.48              7.00              
Vardas7434     Pavarde7434    5.48              7.00              
Vardas1648     Pavarde1648    5.48              8.00              
Vardas5997     Pavarde5997    5.48              3.00              
Vardas3667     Pavarde3667    5.48              9.00              
Vardas25       Pavarde25      5.48              2.00              
Vardas8756     Pavarde8756    5.48              5.00              
Vardas5282     Pavarde5282    5.48              3.00              
Vardas2462     Pavarde2462    5.48              5.00              
Vardas1262     Pavarde1262    5.48              7.00              
Vardas6858     Pavarde6858    5.48              6.00              
Vardas5296     Pavarde5296    5.48              7.00              
Vardas4781     Pavarde4781    5.48              7.00              
Vardas7960     Pavarde7960    5.48              5.00              
Vardas625      Pavarde625     5.48              6.00              
Vardas1747     Pavarde1747    5.48              7.00              
Vardas2845     Pavarde2845    5.48              7.00              
Vardas8434     Pavarde8434    5.48              6.00              
Vardas4747     Pavarde4747    5.48              7.00              
Vardas7111     Pavarde7111    5.48              8.00              
Vardas7405     Pavarde7405    5.48              7.00              
Vardas8439     Pavarde8439    5.48              7.00              
Vardas8221     Pavarde8221    5.48              7.00              
Vardas9416     Pavarde9416    5.48              7.00              
Vardas8706     Pavarde8706    5.48              6.00              
Vardas5739     Pavarde5739    5.48              2.00              
Vardas8354     Pavarde8354    5.48              5.00              
Vardas639      Pavarde639     5.48              8.00              
Vardas4056     Pavarde4056    5.48              6.00              
Vardas8293     Pavarde8293    5.48              6.00              
Vardas2641     Pavarde2641    5.48              4.00              
Vardas1380     Pavarde1380    5.48              3.00              
Vardas6250     Pavarde6250    5.48              8.00              
Vardas6777     Pavarde6777    5.48              7.00              
Vardas8906     Pavarde8906    5.48              8.00              
Vardas1478     Pavarde1478    5.48              8.00              
Vardas5864     Pavarde5864    5.48              6.00              
Vardas1377     Pavarde1377    5.48              5.00              
Vardas6971     Pavarde6971    5.48              7.00              
Vardas6635     Pavarde6635    5.48              7.00              
Vardas3918     Pavarde3918    5.48              6.00              
Vardas4216     Pavarde4216    5.48              7.00              
Vardas9091     Pavarde9091    5.48              7.00              
Vardas8548     Pavarde8548    5.48              7.00              
Vardas755      Pavarde755     5.48              6.00              
Vardas8272     Pavarde8272    5.48              7.00              
Vardas7910     Pavarde7910    5.48              3.00              
Vardas8556     Pavarde8556    5.48              6.00              
Vardas377      Pavarde377     5.48              2.00              
Vardas811      Pavarde811     5.48              7.00              
Vardas4897     Pavarde4897    5.48              2.00              
Vardas8252     Pavarde8252    5.48              6.00              
Vardas1931     Pavarde1931    5.48              7.00              
Vardas4953     Pavarde4953    5.48              6.00              
Vardas1943     Pavarde1943    5.48              6.00              
Vardas1744     Pavarde1744    5.48              9.00              
Vardas1758     Pavarde1758    5.44              5.00              
Vardas1780     Pavarde1780    5.44              5.00              
Vardas8854     Pavarde8854    5.44              4.00              
Vardas9797     Pavarde9797    5.44              8.00              
Vardas92       Pavarde92      5.44              6.00              
Vardas966      Pavarde966     5.44              4.00              
Vardas3280     Pavarde3280    5.44              4.00              
Vardas5712     Pavarde5712    5.44              8.00              
Vardas990      Pavarde990     5.44              4.00              
Vardas7580     Pavarde7580    5.44              3.00              
Vardas3243     Pavarde3243    5.44              4.00              
Vardas6658     Pavarde6658    5.44              3.00              
Vardas4708     Pavarde4708    5.44              5.00              
Vardas2384     Pavarde2384    5.44              3.00              
Vardas9043     Pavarde9043    5.44              5.00              
Vardas6891     Pavarde6891    5.44              5.00              
Vardas1584     Pavarde1584    5.44              3.00              
Vardas5349     Pavarde5349    5.44              4.00              
Vardas5741     Pavarde5741    5.44              2.00              
Vardas9257     Pavarde9257    5.44              8.00              
Vardas2626     Pavarde2626    5.44              3.00              
Vardas8374     Pavarde8374    5.44              8.00              
Vardas6823     Pavarde6823    5.44              3.00              
Vardas4737     Pavarde4737    5.44              4.00              
Vardas3739     Pavarde3739    5.44              3.00              
Vardas8192     Pavarde8192    5.44              5.00              
Vardas9964     Pavarde9964    5.44              4.00              
Vardas2920     Pavarde2920    5.44              8.00              
Vardas9790     Pavarde9790    5.44              4.00              
Vardas5534     Pavarde5534    5.44              3.00              
Vardas1077     Pavarde1077    5.44              4.00              
Vardas1218     Pavarde1218    5.44              5.00              
Vardas5956     Pavarde5956    5.44              4.00              
Vardas1950     Pavarde1950    5.44              2.00              
Vardas8325     Pavarde8325    5.44              5.00              
Vardas457      Pavarde457     5.44              4.00              
Vardas1422     Pavarde1422    5.44              2.00              
Vardas7826     Pavarde7826    5.44              4.00              
Vardas3116     Pavarde3116    5.44              9.00              
Vardas5682     Pavarde5682    5.44              3.00              
Vardas823      Pavarde823     5.44              8.00              
Vardas9816     Pavarde9816    5.44              4.00              
Vardas3776     Pavarde3776    5.44              4.00              
Vardas7189     Pavarde7189    5.44              4.00              
Vardas2198     Pavarde2198    5.44              5.00              
Vardas4202     Pavarde4202    5.44              4.00              
Vardas3379     Pavarde3379    5.44              5.00              
Vardas9768     Pavarde9768    5.44              9.00              
Vardas7850     Pavarde7850    5.44              5.00              
Vardas2136     Pavarde2136    5.44              4.00              
Vardas4206     Pavarde4206    5.44              4.00              
Vardas7975     Pavarde7975    5.44              4.00              
Vardas3523     Pavarde3523    5.40              6.00              
Vardas6016     Pavarde6016    5.40              5.00              
Vardas2003     Pavarde2003    5.40              7.00              
Vardas8404     Pavarde8404    5.40              7.00              
Vardas5725     Pavarde5725    5.40              6.00              
Vardas6507     Pavarde6507    5.40              5.00              
Vardas5711     Pavarde5711    5.40              6.00              
Vardas2480     Pavarde2480    5.40              6.00              
Vardas5474     Pavarde5474    5.40              4.00              
Vardas604      Pavarde604     5.40              6.00              
Vardas786      Pavarde786     5.40              5.00              
Vardas6185     Pavarde6185    5.40              5.00              
Vardas7256     Pavarde7256    5.40              6.00              
Vardas2119     Pavarde2119    5.40              6.00              
Vardas2950     Pavarde2950    5.40              6.00              
Vardas7241     Pavarde7241    5.40              5.00              
Vardas1120     Pavarde1120    5.40              3.00              
Vardas2495     Pavarde2495    5.40              2.00              
Vardas2906     Pavarde2906    5.40              2.00              
Vardas9647     Pavarde9647    5.40              6.00              
Vardas7055     Pavarde7055    5.40              6.00              
Vardas4621     Pavarde4621    5.40              6.00              
Vardas1635     Pavarde1635    5.40              8.00              
Vardas4027     Pavarde4027    5.40              6.00              
Vardas6848     Pavarde6848    5.40              6.00              
Vardas3995     Pavarde3995    5.40              8.00              
Vardas6459     Pavarde6459    5.40              6.00              
Vardas1833     Pavarde1833    5.40              5.00              
Vardas511      Pavarde511     5.40              2.00              
Vardas3181     Pavarde3181    5.40              6.00              
Vardas3498     Pavarde3498    5.40              5.00              
Vardas9960     Pavarde9960    5.40              6.00              
Vardas5617     Pavarde5617    5.40              6.00              
Vardas4798     Pavarde4798    5.40              7.00              
Vardas687      Pavarde687     5.40              1.00              
Vardas6901     Pavarde6901    5.40              8.00              
Vardas1090     Pavarde1090    5.40              6.00              
Vardas9388     Pavarde9388    5.40              2.00              
Vardas8324     Pavarde8324    5.40              5.00              
Vardas8123     Pavarde8123    5.40              5.00              
Vardas3937     Pavarde3937    5.40              7.00              
Vardas4925     Pavarde4925    5.40              6.00              
Vardas6744     Pavarde6744    5.40              5.00              
Vardas1070     Pavarde1070    5.40              6.00              
Vardas4339     Pavarde4339    5.40              5.00              
Vardas504      Pavarde504     5.40              5.00              
Vardas4913     Pavarde4913    5.40              6.00              
Vardas6072     Pavarde6072    5.40              7.00              
Vardas9938     Pavarde9938    5.40              7.00              
Vardas3088     Pavarde3088    5.40              6.00              
Vardas1181     Pavarde1181    5.40              6.00              
Vardas3105     Pavarde3105    5.40              2.00              
Vardas9736     Pavarde9736    5.40              7.00              
Vardas291      Pavarde291     5.40              3.00              
Vardas4499     Pavarde4499    5.40              3.00              
Vardas3367     Pavarde3367    5.40              7.00              
Vardas8645     Pavarde8645    5.40              7.00              
Vardas3375     Pavarde3375    5.40              6.00              
Vardas6621     Pavarde6621    5.40              6.00              
Vardas6125     Pavarde6125    5.40              6.00              
Vardas4280     Pavarde4280    5.40              7.00              
Vardas7172     Pavarde7172    5.40              6.00              
Vardas6509     Pavarde6509    5.40              7.00              
Vardas1387     Pavarde1387    5.40              6.00              
Vardas108      Pavarde108     5.40              4.00              
Vardas4438     Pavarde4438    5.40              2.00              
Vardas6121     Pavarde6121    5.40              8.00              
Vardas9513     Pavarde9513    5.40              6.00              
Vardas7957     Pavarde7957    5.40              6.00              
Vardas3724     Pavarde3724    5.40              5.00              
Vardas3131     Pavarde3131    5.40              5.00              
Vardas1088     Pavarde1088    5.40              2.00              
Vardas6380     Pavarde6380    5.40              6.00              
Vardas4865     Pavarde4865    5.40              2.00              
Vardas2545     Pavarde2545    5.40              6.00              
Vardas3897     Pavarde3897    5.40              6.00              
Vardas7130     Pavarde7130    5.40              6.00              
Vardas1071     Pavarde1071    5.36              8.00              
Vardas6457     Pavarde6457    5.36              8.00              
Vardas4223     Pavarde4223    5.36              8.00              
Vardas7883     Pavarde7883    5.36              7.00              
Vardas8065     Pavarde8065    5.36              9.00              
Vardas9751     Pavarde9751    5.36              6.00              
Vardas3947     Pavarde3947    5.36              7.00              
Vardas7401     Pavarde7401    5.36              8.00              
Vardas9842     Pavarde9842    5.36              9.00              
Vardas5636     Pavarde5636    5.36              9.00              
Vardas2524     Pavarde2524    5.36              6.00              
Vardas5373     Pavarde5373    5.36              7.00              
Vardas8812     Pavarde8812    5.36              8.00              
Vardas2314     Pavarde2314    5.36              7.00              
Vardas8685     Pavarde8685    5.36              4.00              
Vardas2731     Pavarde2731    5.36              4.00              
Vardas8008     Pavarde8008    5.36              4.00              
Vardas5514     Pavarde5514    5.36              5.00              
Vardas2537     Pavarde2537    5.36              3.00              
Vardas5899     Pavarde5899    5.36              4.00              
Vardas9074     Pavarde9074    5.36              2.00              
Vardas3532     Pavarde3532    5.36              4.00              
Vardas2862     Pavarde2862    5.36              3.00              
Vardas5332     Pavarde5332    5.36              4.00              
Vardas2514     Pavarde2514    5.36              3.00              
Vardas9639     Pavarde9639    5.36              3.00              
Vardas2931     Pavarde2931    5.36              5.00              
Vardas1206     Pavarde1206    5.36              4.00              
Vardas817      Pavarde817     5.36              2.00              
Vardas2170     Pavarde2170    5.36              4.00              
Vardas2270     Pavarde2270    5.36              4.00              
Vardas1613     Pavarde1613    5.36              3.00              
Vardas2260     Pavarde2260    5.36              5.00              
Vardas3859     Pavarde3859    5.36              3.00              
Vardas9396     Pavarde9396    5.36              5.00              
Vardas9493     Pavarde9493    5.36              3.00              
Vardas4399     Pavarde4399    5.36              3.00              
Vardas6525     Pavarde6525    5.36              4.00              
Vardas7100     Pavarde7100    5.36              4.00              
Vardas2258     Pavarde2258    5.36              5.00              
Vardas6299     Pavarde6299    5.36              4.00              
Vardas550      Pavarde550     5.36              4.00              
Vardas4007     Pavarde4007    5.36              6.00              
Vardas1519     Pavarde1519    5.36              5.00              
Vardas7875     Pavarde7875    5.36              4.00              
Vardas8584     Pavarde8584    5.36              4.00              
Vardas4934     Pavarde4934    5.36              2.00              
Vardas4972     Pavarde4972    5.36              4.00              
Vardas64       Pavarde64      5.36              4.00              
Vardas4657     Pavarde4657    5.36              4.00              
Vardas8676     Pavarde8676    5.36              4.00              
Vardas7443     Pavarde7443    5.36              5.00              
Vardas5969     Pavarde5969    5.36              5.00              
Vardas5173     Pavarde5173    5.36              3.00              
Vardas1705     Pavarde1705    5.36              4.00              
Vardas1629     Pavarde1629    5.36              4.00              
Vardas4717     Pavarde4717    5.36              3.00              
Vardas4537     Pavarde4537    5.36              4.00              
Vardas1632     Pavarde1632    5.36              4.00              
Vardas9110     Pavarde9110    5.32              6.00              
Vardas9282     Pavarde9282    5.32              5.00              
Vardas2094     Pavarde2094    5.32              8.00              
Vardas4967     Pavarde4967    5.32              5.00              
Vardas5167     Pavarde5167    5.32              4.00              
Vardas8238     Pavarde8238    5.32              9.00              
Vardas2140     Pavarde2140    5.32              4.00              
Vardas5471     Pavarde5471    5.32              5.00              
Vardas7167     Pavarde7167    5.32              6.00              
Vardas5150     Pavarde5150    5.32              6.00              
Vardas3814     Pavarde3814    5.32              5.00              
Vardas2575     Pavarde2575    5.32              1.00              
Vardas7918     Pavarde7918    5.32              7.00              
Vardas7004     Pavarde7004    5.32              5.00              
Vardas1171     Pavarde1171    5.32              5.00              
Vardas5099     Pavarde5099    5.32              6.00              
Vardas2605     Pavarde2605    5.32              5.00              
Vardas2602     Pavarde2602    5.32              5.00              
Vardas2567     Pavarde2567    5.32              5.00              
Vardas7940     Pavarde7940    5.32              6.00              
Vardas1374     Pavarde1374    5.32              5.00              
Vardas8953     Pavarde8953    5.32              6.00              
Vardas7460     Pavarde7460    5.32              6.00              
Vardas6465     Pavarde6465    5.32              5.00              
Vardas7454     Pavarde7454    5.32              5.00              
Vardas1028     Pavarde1028    5.32              5.00              
Vardas4682     Pavarde4682    5.32              6.00              
Vardas1650     Pavarde1650    5.32              5.00              
Vardas4585     Pavarde4585    5.32              6.00              
Vardas6444     Pavarde6444    5.32              6.00              
Vardas1717     Pavarde1717    5.32              7.00              
Vardas4731     Pavarde4731    5.32              5.00              
Vardas4510     Pavarde4510    5.32              3.00              
Vardas6888     Pavarde6888    5.32              8.00              
Vardas9484     Pavarde9484    5.32              10.00             
Vardas1054     Pavarde1054    5.32              4.00              
Vardas8469     Pavarde8469    5.32              2.00              
Vardas9644     Pavarde9644    5.32              7.00              
Vardas891      Pavarde891     5.32              4.00              
Vardas5596     Pavarde5596    5.32              5.00              
Vardas3089     Pavarde3089    5.32              4.00              
Vardas164      Pavarde164     5.32              6.00              
Vardas4332     Pavarde4332    5.32              1.00              
Vardas6798     Pavarde6798    5.32              6.00              
Vardas9348     Pavarde9348    5.32              7.00              
Vardas4889     Pavarde4889    5.32              2.00              
Vardas1921     Pavarde1921    5.32              5.00              
Vardas5535     Pavarde5535    5.32              5.00              
Vardas4198     Pavarde4198    5.32              7.00              
Vardas9300     Pavarde9300    5.32              6.00              
Vardas8019     Pavarde8019    5.32              6.00              
Vardas4124     Pavarde4124    5.32              6.00              
Vardas9207     Pavarde9207    5.32              7.00              
Vardas8754     Pavarde8754    5.32              6.00              
Vardas7073     Pavarde7073    5.32              5.00              
Vardas7069     Pavarde7069    5.32              4.00              
Vardas3603     Pavarde3603    5.32              5.00              
